CROP TYPE,SOIL TYPE,REGION,TEMPERATURE,WEATHER CONDITION,WATER REQUIREMENT
MELON,WET,Lower Gangetic Plain Region,30-40,RAINY,0.1
MELON,WET,Lower Gangetic Plain Region,40-50,NORMAL,4.44
MELON,WET,Lower Gangetic Plain Region,40-50,SUNNY,6.0
MELON,WET,Lower Gangetic Plain Region,40-50,WINDY,5.5
MELON,WET,Lower Gangetic Plain Region,40-50,RAINY,0.2
MAIZE,DRY,Lower Gangetic Plain Region,10-20,NORMAL,3.96
MAIZE,DRY,Lower Gangetic Plain Region,10-20,SUNNY,5.46
MAIZE,DRY,Lower Gangetic Plain Region,10-20,WINDY,4.96
MAIZE,DRY,Lower Gangetic Plain Region,10-20,RAINY,0.1
MAIZE,DRY,Lower Gangetic Plain Region,20-30,NORMAL,4.96
MAIZE,DRY,Lower Gangetic Plain Region,20-30,SUNNY,6.46
MAIZE,DRY,Lower Gangetic Plain Region,20-30,WINDY,5.96
MAIZE,DRY,Lower Gangetic Plain Region,20-30,RAINY,0.2
MAIZE,DRY,Lower Gangetic Plain Region,30-40,NORMAL,5.96
MAIZE,DRY,Lower Gangetic Plain Region,30-40,SUNNY,7.46
MAIZE,DRY,Lower Gangetic Plain Region,30-40,WINDY,6.96
MAIZE,DRY,Lower Gangetic Plain Region,30-40,RAINY,0.3
MAIZE,DRY,Lower Gangetic Plain Region,40-50,NORMAL,6.96
MAIZE,DRY,Lower Gangetic Plain Region,40-50,SUNNY,8.46
MAIZE,DRY,Lower Gangetic Plain Region,40-50,WINDY,7.96
MAIZE,DRY,Lower Gangetic Plain Region,40-50,RAINY,0.5
MAIZE,HUMID,Lower Gangetic Plain Region,10-20,NORMAL,2.52
MAIZE,HUMID,Lower Gangetic Plain Region,10-20,SUNNY,4.02
MAIZE,HUMID,Lower Gangetic Plain Region,10-20,WINDY,3.52
MAIZE,HUMID,Lower Gangetic Plain Region,10-20,RAINY,0.1
MAIZE,HUMID,Lower Gangetic Plain Region,20-30,NORMAL,3.52
MAIZE,HUMID,Lower Gangetic Plain Region,20-30,SUNNY,5.02
MAIZE,HUMID,Lower Gangetic Plain Region,20-30,WINDY,4.52
MAIZE,HUMID,Lower Gangetic Plain Region,20-30,RAINY,0.1
MAIZE,HUMID,Lower Gangetic Plain Region,30-40,NORMAL,4.52
MAIZE,HUMID,Lower Gangetic Plain Region,30-40,SUNNY,6.02
MAIZE,HUMID,Lower Gangetic Plain Region,30-40,WINDY,5.52
MAIZE,HUMID,Lower Gangetic Plain Region,30-40,RAINY,0.2
MAIZE,HUMID,Lower Gangetic Plain Region,40-50,NORMAL,5.52
MAIZE,HUMID,Lower Gangetic Plain Region,40-50,SUNNY,7.02
MAIZE,HUMID,Lower Gangetic Plain Region,40-50,WINDY,6.52
MAIZE,HUMID,Lower Gangetic Plain Region,40-50,RAINY,0.3
MAIZE,WET,Lower Gangetic Plain Region,10-20,NORMAL,1.44
MAIZE,WET,Lower Gangetic Plain Region,10-20,SUNNY,3.0
MAIZE,WET,Lower Gangetic Plain Region,10-20,WINDY,2.5
MAIZE,WET,Lower Gangetic Plain Region,10-20,RAINY,0.1
MAIZE,WET,Lower Gangetic Plain Region,20-30,NORMAL,2.44
MAIZE,WET,Lower Gangetic Plain Region,20-30,SUNNY,4.0
MAIZE,WET,Lower Gangetic Plain Region,20-30,WINDY,3.5
MAIZE,WET,Lower Gangetic Plain Region,20-30,RAINY,0.1
MAIZE,WET,Lower Gangetic Plain Region,30-40,NORMAL,3.44
MAIZE,WET,Lower Gangetic Plain Region,30-40,SUNNY,5.0
MAIZE,WET,Lower Gangetic Plain Region,30-40,WINDY,4.5
MAIZE,WET,Lower Gangetic Plain Region,30-40,RAINY,0.1
MAIZE,WET,Lower Gangetic Plain Region,40-50,NORMAL,4.44
MAIZE,WET,Lower Gangetic Plain Region,40-50,SUNNY,6.0
MAIZE,WET,Lower Gangetic Plain Region,40-50,WINDY,5.5
MAIZE,WET,Lower Gangetic Plain Region,40-50,RAINY,0.2
CITRUS,DRY,Lower Gangetic Plain Region,10-20,NORMAL,3.6
CITRUS,DRY,Lower Gangetic Plain Region,10-20,SUNNY,5.1
CITRUS,DRY,Lower Gangetic Plain Region,10-20,WINDY,4.6
CITRUS,DRY,Lower Gangetic Plain Region,10-20,RAINY,0.1
CITRUS,DRY,Lower Gangetic Plain Region,20-30,NORMAL,4.5
CITRUS,DRY,Lower Gangetic Plain Region,20-30,SUNNY,6.0
CITRUS,DRY,Lower Gangetic Plain Region,20-30,WINDY,5.5
CITRUS,DRY,Lower Gangetic Plain Region,20-30,RAINY,0.2
CITRUS,DRY,Lower Gangetic Plain Region,30-40,NORMAL,5.6
CITRUS,DRY,Lower Gangetic Plain Region,30-40,SUNNY,7.1
CITRUS,DRY,Lower Gangetic Plain Region,30-40,WINDY,6.6
CITRUS,DRY,Lower Gangetic Plain Region,30-40,RAINY,0.2
CITRUS,DRY,Lower Gangetic Plain Region,40-50,NORMAL,6.6
CITRUS,DRY,Lower Gangetic Plain Region,40-50,SUNNY,8.1
CITRUS,DRY,Lower Gangetic Plain Region,40-50,WINDY,7.6
CITRUS,DRY,Lower Gangetic Plain Region,40-50,RAINY,0.5
CITRUS,HUMID,Lower Gangetic Plain Region,10-20,NORMAL,2.3
CITRUS,HUMID,Lower Gangetic Plain Region,10-20,SUNNY,3.8
CITRUS,HUMID,Lower Gangetic Plain Region,10-20,WINDY,3.3
CITRUS,HUMID,Lower Gangetic Plain Region,10-20,RAINY,0.1
CITRUS,HUMID,Lower Gangetic Plain Region,20-30,NORMAL,3.33
CITRUS,HUMID,Lower Gangetic Plain Region,20-30,SUNNY,4.8
CITRUS,HUMID,Lower Gangetic Plain Region,20-30,WINDY,4.3
CITRUS,HUMID,Lower Gangetic Plain Region,20-30,RAINY,0.1
CITRUS,HUMID,Lower Gangetic Plain Region,30-40,NORMAL,4.33
CITRUS,HUMID,Lower Gangetic Plain Region,30-40,SUNNY,5.8
CITRUS,HUMID,Lower Gangetic Plain Region,30-40,WINDY,5.3
CITRUS,HUMID,Lower Gangetic Plain Region,30-40,RAINY,0.2
CITRUS,HUMID,Lower Gangetic Plain Region,40-50,NORMAL,5.33
CITRUS,HUMID,Lower Gangetic Plain Region,40-50,SUNNY,6.8
CITRUS,HUMID,Lower Gangetic Plain Region,40-50,WINDY,6.3
CITRUS,HUMID,Lower Gangetic Plain Region,40-50,RAINY,0.3
CITRUS,WET,Lower Gangetic Plain Region,10-20,NORMAL,1.33
CITRUS,WET,Lower Gangetic Plain Region,10-20,SUNNY,2.83
CITRUS,WET,Lower Gangetic Plain Region,10-20,WINDY,2.33
CITRUS,WET,Lower Gangetic Plain Region,10-20,RAINY,0.1
CITRUS,WET,Lower Gangetic Plain Region,20-30,NORMAL,2.33
CITRUS,WET,Lower Gangetic Plain Region,20-30,SUNNY,3.83
CITRUS,WET,Lower Gangetic Plain Region,20-30,WINDY,3.33
CITRUS,WET,Lower Gangetic Plain Region,20-30,RAINY,0.1
CITRUS,WET,Lower Gangetic Plain Region,30-40,NORMAL,3.33
CITRUS,WET,Lower Gangetic Plain Region,30-40,SUNNY,4.83
CITRUS,WET,Lower Gangetic Plain Region,30-40,WINDY,4.33
CITRUS,WET,Lower Gangetic Plain Region,30-40,RAINY,0.1
CITRUS,WET,Lower Gangetic Plain Region,40-50,NORMAL,4.33
CITRUS,WET,Lower Gangetic Plain Region,40-50,SUNNY,5.83
CITRUS,WET,Lower Gangetic Plain Region,40-50,WINDY,5.33
CITRUS,WET,Lower Gangetic Plain Region,40-50,RAINY,0.2
BEAN,DRY,Lower Gangetic Plain Region,10-20,NORMAL,4.51
BEAN,DRY,Lower Gangetic Plain Region,10-20,SUNNY,6.01
BEAN,DRY,Lower Gangetic Plain Region,10-20,WINDY,5.51
BEAN,DRY,Lower Gangetic Plain Region,10-20,RAINY,0.1
BEAN,DRY,Lower Gangetic Plain Region,20-30,NORMAL,5.5
BEAN,DRY,Lower Gangetic Plain Region,20-30,SUNNY,7.0
BEAN,DRY,Lower Gangetic Plain Region,20-30,WINDY,6.5
BEAN,DRY,Lower Gangetic Plain Region,20-30,RAINY,0.2
BEAN,DRY,Lower Gangetic Plain Region,30-40,NORMAL,6.5
BEAN,DRY,Lower Gangetic Plain Region,30-40,SUNNY,8.0
BEAN,DRY,Lower Gangetic Plain Region,30-40,WINDY,7.5
BEAN,DRY,Lower Gangetic Plain Region,30-40,RAINY,0.2
BEAN,DRY,Lower Gangetic Plain Region,40-50,NORMAL,7.8
BEAN,DRY,Lower Gangetic Plain Region,40-50,SUNNY,9.3
BEAN,DRY,Lower Gangetic Plain Region,40-50,WINDY,8.8
BEAN,DRY,Lower Gangetic Plain Region,40-50,RAINY,0.8
BEAN,HUMID,Lower Gangetic Plain Region,10-20,NORMAL,2.8
BEAN,HUMID,Lower Gangetic Plain Region,10-20,SUNNY,4.3
BEAN,HUMID,Lower Gangetic Plain Region,10-20,WINDY,3.8
BEAN,HUMID,Lower Gangetic Plain Region,10-20,RAINY,0.1
BEAN,HUMID,Lower Gangetic Plain Region,20-30,NORMAL,3.7
BEAN,HUMID,Lower Gangetic Plain Region,20-30,SUNNY,5.2
BEAN,HUMID,Lower Gangetic Plain Region,20-30,WINDY,4.7
BEAN,HUMID,Lower Gangetic Plain Region,20-30,RAINY,0.1
BEAN,HUMID,Lower Gangetic Plain Region,30-40,NORMAL,4.9
BEAN,HUMID,Lower Gangetic Plain Region,30-40,SUNNY,6.4
BEAN,HUMID,Lower Gangetic Plain Region,30-40,WINDY,5.9
BEAN,HUMID,Lower Gangetic Plain Region,30-40,RAINY,0.5
BEAN,HUMID,Lower Gangetic Plain Region,40-50,NORMAL,5.8
BEAN,HUMID,Lower Gangetic Plain Region,40-50,SUNNY,7.3
BEAN,HUMID,Lower Gangetic Plain Region,40-50,WINDY,6.8
BEAN,HUMID,Lower Gangetic Plain Region,40-50,RAINY,0.3
BEAN,WET,Lower Gangetic Plain Region,10-20,NORMAL,1.64
BEAN,WET,Lower Gangetic Plain Region,10-20,SUNNY,3.14
BEAN,WET,Lower Gangetic Plain Region,10-20,WINDY,2.6
BEAN,WET,Lower Gangetic Plain Region,10-20,RAINY,0.1
BEAN,WET,Lower Gangetic Plain Region,20-30,NORMAL,2.6
BEAN,WET,Lower Gangetic Plain Region,20-30,SUNNY,4.1
BEAN,WET,Lower Gangetic Plain Region,20-30,WINDY,3.6
BEAN,WET,Lower Gangetic Plain Region,20-30,RAINY,0.1
BEAN,WET,Lower Gangetic Plain Region,30-40,NORMAL,3.7
BEAN,WET,Lower Gangetic Plain Region,30-40,SUNNY,5.2
BEAN,WET,Lower Gangetic Plain Region,30-40,WINDY,4.6
BEAN,WET,Lower Gangetic Plain Region,30-40,RAINY,0.1
BEAN,WET,Lower Gangetic Plain Region,40-50,NORMAL,4.6
BEAN,WET,Lower Gangetic Plain Region,40-50,SUNNY,6.1
BEAN,WET,Lower Gangetic Plain Region,40-50,WINDY,5.6
BEAN,WET,Lower Gangetic Plain Region,40-50,RAINY,0.1
WHEAT,DRY,Lower Gangetic Plain Region,10-20,NORMAL,6.9
WHEAT,DRY,Lower Gangetic Plain Region,10-20,SUNNY,8.4
WHEAT,DRY,Lower Gangetic Plain Region,10-20,WINDY,7.9
WHEAT,DRY,Lower Gangetic Plain Region,10-20,RAINY,0.5
WHEAT,DRY,Lower Gangetic Plain Region,20-30,NORMAL,7.82
WHEAT,DRY,Lower Gangetic Plain Region,20-30,SUNNY,9.32
WHEAT,DRY,Lower Gangetic Plain Region,20-30,WINDY,8.82
WHEAT,DRY,Lower Gangetic Plain Region,20-30,RAINY,0.8
WHEAT,DRY,Lower Gangetic Plain Region,30-40,NORMAL,8.85
WHEAT,DRY,Lower Gangetic Plain Region,30-40,SUNNY,10.35
WHEAT,DRY,Lower Gangetic Plain Region,30-40,WINDY,9.85
WHEAT,DRY,Lower Gangetic Plain Region,30-40,RAINY,0.85
WHEAT,DRY,Lower Gangetic Plain Region,40-50,NORMAL,9.7
WHEAT,DRY,Lower Gangetic Plain Region,40-50,SUNNY,11.2
WHEAT,DRY,Lower Gangetic Plain Region,40-50,WINDY,10.7
WHEAT,DRY,Lower Gangetic Plain Region,40-50,RAINY,1.7
WHEAT,HUMID,Lower Gangetic Plain Region,10-20,NORMAL,4.34
WHEAT,HUMID,Lower Gangetic Plain Region,10-20,SUNNY,5.84
WHEAT,HUMID,Lower Gangetic Plain Region,10-20,WINDY,5.34
WHEAT,HUMID,Lower Gangetic Plain Region,10-20,RAINY,0.2
WHEAT,HUMID,Lower Gangetic Plain Region,20-30,NORMAL,5.3
WHEAT,HUMID,Lower Gangetic Plain Region,20-30,SUNNY,6.8
WHEAT,HUMID,Lower Gangetic Plain Region,20-30,WINDY,6.3
WHEAT,HUMID,Lower Gangetic Plain Region,20-30,RAINY,0.3
WHEAT,HUMID,Lower Gangetic Plain Region,30-40,NORMAL,6.35
WHEAT,HUMID,Lower Gangetic Plain Region,30-40,SUNNY,7.85
WHEAT,HUMID,Lower Gangetic Plain Region,30-40,WINDY,7.35
WHEAT,HUMID,Lower Gangetic Plain Region,30-40,RAINY,0.5
WHEAT,HUMID,Lower Gangetic Plain Region,40-50,NORMAL,7.32
WHEAT,HUMID,Lower Gangetic Plain Region,40-50,SUNNY,8.82
WHEAT,HUMID,Lower Gangetic Plain Region,40-50,WINDY,8.32
WHEAT,HUMID,Lower Gangetic Plain Region,40-50,RAINY,0.8
WHEAT,WET,Lower Gangetic Plain Region,10-20,NORMAL,2.48
WHEAT,WET,Lower Gangetic Plain Region,10-20,SUNNY,3.98
WHEAT,WET,Lower Gangetic Plain Region,10-20,WINDY,3.48
WHEAT,WET,Lower Gangetic Plain Region,10-20,RAINY,0.1
WHEAT,WET,Lower Gangetic Plain Region,20-30,NORMAL,3.48
WHEAT,WET,Lower Gangetic Plain Region,20-30,SUNNY,4.98
WHEAT,WET,Lower Gangetic Plain Region,20-30,WINDY,4.48
WHEAT,WET,Lower Gangetic Plain Region,20-30,RAINY,0.1
WHEAT,WET,Lower Gangetic Plain Region,30-40,NORMAL,4.48
WHEAT,WET,Lower Gangetic Plain Region,30-40,SUNNY,5.98
WHEAT,WET,Lower Gangetic Plain Region,30-40,WINDY,5.48
WHEAT,WET,Lower Gangetic Plain Region,30-40,RAINY,0.2
WHEAT,WET,Lower Gangetic Plain Region,40-50,NORMAL,5.48
WHEAT,WET,Lower Gangetic Plain Region,40-50,SUNNY,6.98
WHEAT,WET,Lower Gangetic Plain Region,40-50,WINDY,6.48
WHEAT,WET,Lower Gangetic Plain Region,40-50,RAINY,0.3
MUSTARD,DRY,Lower Gangetic Plain Region,10-20,NORMAL,3.96
MUSTARD,DRY,Lower Gangetic Plain Region,10-20,SUNNY,5.46
MUSTARD,DRY,Lower Gangetic Plain Region,10-20,WINDY,4.96
MUSTARD,DRY,Lower Gangetic Plain Region,10-20,RAINY,0.1
MUSTARD,DRY,Lower Gangetic Plain Region,20-30,NORMAL,4.96
MUSTARD,DRY,Lower Gangetic Plain Region,20-30,SUNNY,6.46
MUSTARD,DRY,Lower Gangetic Plain Region,20-30,WINDY,5.96
MUSTARD,DRY,Lower Gangetic Plain Region,20-30,RAINY,0.2
MUSTARD,DRY,Lower Gangetic Plain Region,30-40,NORMAL,5.96
MUSTARD,DRY,Lower Gangetic Plain Region,30-40,SUNNY,7.46
MUSTARD,DRY,Lower Gangetic Plain Region,30-40,WINDY,6.96
MUSTARD,DRY,Lower Gangetic Plain Region,30-40,RAINY,0.3
MUSTARD,DRY,Lower Gangetic Plain Region,40-50,NORMAL,6.96
MUSTARD,DRY,Lower Gangetic Plain Region,40-50,SUNNY,8.46
MUSTARD,DRY,Lower Gangetic Plain Region,40-50,WINDY,7.96
MUSTARD,DRY,Lower Gangetic Plain Region,40-50,RAINY,0.5
MUSTARD,HUMID,Lower Gangetic Plain Region,10-20,NORMAL,2.52
MUSTARD,HUMID,Lower Gangetic Plain Region,10-20,SUNNY,4.02
MUSTARD,HUMID,Lower Gangetic Plain Region,10-20,WINDY,3.52
MUSTARD,HUMID,Lower Gangetic Plain Region,10-20,RAINY,0.1
MUSTARD,HUMID,Lower Gangetic Plain Region,20-30,NORMAL,3.52
MUSTARD,HUMID,Lower Gangetic Plain Region,20-30,SUNNY,5.02
MUSTARD,HUMID,Lower Gangetic Plain Region,20-30,WINDY,4.52
MUSTARD,HUMID,Lower Gangetic Plain Region,20-30,RAINY,0.1
MUSTARD,HUMID,Lower Gangetic Plain Region,30-40,NORMAL,4.52
MUSTARD,HUMID,Lower Gangetic Plain Region,30-40,SUNNY,6.02
MUSTARD,HUMID,Lower Gangetic Plain Region,30-40,WINDY,5.52
MUSTARD,HUMID,Lower Gangetic Plain Region,30-40,RAINY,0.2
MUSTARD,HUMID,Lower Gangetic Plain Region,40-50,NORMAL,5.52
MUSTARD,HUMID,Lower Gangetic Plain Region,40-50,SUNNY,7.02
MUSTARD,HUMID,Lower Gangetic Plain Region,40-50,WINDY,6.52
MUSTARD,HUMID,Lower Gangetic Plain Region,40-50,RAINY,0.3
MUSTARD,WET,Lower Gangetic Plain Region,10-20,NORMAL,1.44
MUSTARD,WET,Lower Gangetic Plain Region,10-20,SUNNY,3.0
MUSTARD,WET,Lower Gangetic Plain Region,10-20,WINDY,2.5
MUSTARD,WET,Lower Gangetic Plain Region,10-20,RAINY,0.1
MUSTARD,WET,Lower Gangetic Plain Region,20-30,NORMAL,2.44
MUSTARD,WET,Lower Gangetic Plain Region,20-30,SUNNY,4.0
MUSTARD,WET,Lower Gangetic Plain Region,20-30,WINDY,3.5
MUSTARD,WET,Lower Gangetic Plain Region,20-30,RAINY,0.1
MUSTARD,WET,Lower Gangetic Plain Region,30-40,NORMAL,3.44
MUSTARD,WET,Lower Gangetic Plain Region,30-40,SUNNY,5.0
MUSTARD,WET,Lower Gangetic Plain Region,30-40,WINDY,4.5
MUSTARD,WET,Lower Gangetic Plain Region,30-40,RAINY,0.1
MUSTARD,WET,Lower Gangetic Plain Region,40-50,NORMAL,4.44
MUSTARD,WET,Lower Gangetic Plain Region,40-50,SUNNY,6.0
MUSTARD,WET,Lower Gangetic Plain Region,40-50,WINDY,5.5
MUSTARD,WET,Lower Gangetic Plain Region,40-50,RAINY,0.2
COTTON,DRY,Lower Gangetic Plain Region,10-20,NORMAL,5.65
COTTON,DRY,Lower Gangetic Plain Region,10-20,SUNNY,7.15
COTTON,DRY,Lower Gangetic Plain Region,10-20,WINDY,6.6
COTTON,DRY,Lower Gangetic Plain Region,10-20,RAINY,0.1
COTTON,DRY,Lower Gangetic Plain Region,20-30,NORMAL,6.6
COTTON,DRY,Lower Gangetic Plain Region,20-30,SUNNY,8.1
COTTON,DRY,Lower Gangetic Plain Region,20-30,WINDY,7.6
COTTON,DRY,Lower Gangetic Plain Region,20-30,RAINY,0.3
COTTON,DRY,Lower Gangetic Plain Region,30-40,NORMAL,7.68
COTTON,DRY,Lower Gangetic Plain Region,30-40,SUNNY,8.18
COTTON,DRY,Lower Gangetic Plain Region,30-40,WINDY,8.6
COTTON,DRY,Lower Gangetic Plain Region,30-40,RAINY,0.8
COTTON,DRY,Lower Gangetic Plain Region,40-50,NORMAL,8.65
COTTON,DRY,Lower Gangetic Plain Region,40-50,SUNNY,10.15
COTTON,DRY,Lower Gangetic Plain Region,40-50,WINDY,9.65
COTTON,DRY,Lower Gangetic Plain Region,40-50,RAINY,0.65
COTTON,HUMID,Lower Gangetic Plain Region,10-20,NORMAL,3.65
COTTON,HUMID,Lower Gangetic Plain Region,10-20,SUNNY,5.15
COTTON,HUMID,Lower Gangetic Plain Region,10-20,WINDY,4.65
COTTON,HUMID,Lower Gangetic Plain Region,10-20,RAINY,0.1
COTTON,HUMID,Lower Gangetic Plain Region,20-30,NORMAL,4.65
COTTON,HUMID,Lower Gangetic Plain Region,20-30,SUNNY,6.15
COTTON,HUMID,Lower Gangetic Plain Region,20-30,WINDY,5.65
COTTON,HUMID,Lower Gangetic Plain Region,20-30,RAINY,0.2
COTTON,HUMID,Lower Gangetic Plain Region,30-40,NORMAL,5.0
COTTON,HUMID,Lower Gangetic Plain Region,30-40,SUNNY,6.5
COTTON,HUMID,Lower Gangetic Plain Region,30-40,WINDY,6.0
COTTON,HUMID,Lower Gangetic Plain Region,30-40,RAINY,0.3
COTTON,HUMID,Lower Gangetic Plain Region,40-50,NORMAL,5.15
COTTON,HUMID,Lower Gangetic Plain Region,40-50,SUNNY,6.65
COTTON,HUMID,Lower Gangetic Plain Region,40-50,WINDY,6.2
COTTON,HUMID,Lower Gangetic Plain Region,40-50,RAINY,0.2
COTTON,WET,Lower Gangetic Plain Region,10-20,NORMAL,2.06
COTTON,WET,Lower Gangetic Plain Region,10-20,SUNNY,3.56
COTTON,WET,Lower Gangetic Plain Region,10-20,WINDY,3.0
COTTON,WET,Lower Gangetic Plain Region,10-20,RAINY,0.1
COTTON,WET,Lower Gangetic Plain Region,20-30,NORMAL,3.0
COTTON,WET,Lower Gangetic Plain Region,20-30,SUNNY,4.5
COTTON,WET,Lower Gangetic Plain Region,20-30,WINDY,4.0
COTTON,WET,Lower Gangetic Plain Region,20-30,RAINY,0.1
COTTON,WET,Lower Gangetic Plain Region,30-40,NORMAL,4.1
COTTON,WET,Lower Gangetic Plain Region,30-40,SUNNY,5.6
COTTON,WET,Lower Gangetic Plain Region,30-40,WINDY,5.1
COTTON,WET,Lower Gangetic Plain Region,30-40,RAINY,0.1
COTTON,WET,Lower Gangetic Plain Region,40-50,NORMAL,5.15
COTTON,WET,Lower Gangetic Plain Region,40-50,SUNNY,6.65
COTTON,WET,Lower Gangetic Plain Region,40-50,WINDY,6.15
COTTON,WET,Lower Gangetic Plain Region,40-50,RAINY,0.2
SUGARCANE,DRY,Lower Gangetic Plain Region,10-20,NORMAL,6.9
SUGARCANE,DRY,Lower Gangetic Plain Region,10-20,SUNNY,8.4
SUGARCANE,DRY,Lower Gangetic Plain Region,10-20,WINDY,7.9
SUGARCANE,DRY,Lower Gangetic Plain Region,10-20,RAINY,0.5
SUGARCANE,DRY,Lower Gangetic Plain Region,20-30,NORMAL,7.82
SUGARCANE,DRY,Lower Gangetic Plain Region,20-30,SUNNY,9.32
SUGARCANE,DRY,Lower Gangetic Plain Region,20-30,WINDY,8.82
SUGARCANE,DRY,Lower Gangetic Plain Region,20-30,RAINY,0.8
SUGARCANE,DRY,Lower Gangetic Plain Region,30-40,NORMAL,8.85
SUGARCANE,DRY,Lower Gangetic Plain Region,30-40,SUNNY,10.35
SUGARCANE,DRY,Lower Gangetic Plain Region,30-40,WINDY,9.85
SUGARCANE,DRY,Lower Gangetic Plain Region,30-40,RAINY,0.85
SUGARCANE,DRY,Lower Gangetic Plain Region,40-50,NORMAL,9.7
SUGARCANE,DRY,Lower Gangetic Plain Region,40-50,SUNNY,11.2
SUGARCANE,DRY,Lower Gangetic Plain Region,40-50,WINDY,10.7
SUGARCANE,DRY,Lower Gangetic Plain Region,40-50,RAINY,1.7
SUGARCANE,HUMID,Lower Gangetic Plain Region,10-20,NORMAL,4.34
SUGARCANE,HUMID,Lower Gangetic Plain Region,10-20,SUNNY,5.84
SUGARCANE,HUMID,Lower Gangetic Plain Region,10-20,WINDY,5.34
SUGARCANE,HUMID,Lower Gangetic Plain Region,10-20,RAINY,0.2
SUGARCANE,HUMID,Lower Gangetic Plain Region,20-30,NORMAL,5.3
SUGARCANE,HUMID,Lower Gangetic Plain Region,20-30,SUNNY,6.8
SUGARCANE,HUMID,Lower Gangetic Plain Region,20-30,WINDY,6.3
SUGARCANE,HUMID,Lower Gangetic Plain Region,20-30,RAINY,0.3
SUGARCANE,HUMID,Lower Gangetic Plain Region,30-40,NORMAL,6.35
SUGARCANE,HUMID,Lower Gangetic Plain Region,30-40,SUNNY,7.85
SUGARCANE,HUMID,Lower Gangetic Plain Region,30-40,WINDY,7.35
SUGARCANE,HUMID,Lower Gangetic Plain Region,30-40,RAINY,0.5
SUGARCANE,HUMID,Lower Gangetic Plain Region,40-50,NORMAL,7.32
SUGARCANE,HUMID,Lower Gangetic Plain Region,40-50,SUNNY,8.82
SUGARCANE,HUMID,Lower Gangetic Plain Region,40-50,WINDY,8.32
SUGARCANE,HUMID,Lower Gangetic Plain Region,40-50,RAINY,0.8
SUGARCANE,WET,Lower Gangetic Plain Region,10-20,NORMAL,2.48
SUGARCANE,WET,Lower Gangetic Plain Region,10-20,SUNNY,3.98
SUGARCANE,WET,Lower Gangetic Plain Region,10-20,WINDY,3.48
SUGARCANE,WET,Lower Gangetic Plain Region,10-20,RAINY,0.1
SUGARCANE,WET,Lower Gangetic Plain Region,20-30,NORMAL,3.48
SUGARCANE,WET,Lower Gangetic Plain Region,20-30,SUNNY,4.98
SUGARCANE,WET,Lower Gangetic Plain Region,20-30,WINDY,4.48
SUGARCANE,WET,Lower Gangetic Plain Region,20-30,RAINY,0.1
SUGARCANE,WET,Lower Gangetic Plain Region,30-40,NORMAL,4.48
SUGARCANE,WET,Lower Gangetic Plain Region,30-40,SUNNY,5.98
SUGARCANE,WET,Lower Gangetic Plain Region,30-40,WINDY,5.48
SUGARCANE,WET,Lower Gangetic Plain Region,30-40,RAINY,0.2
SUGARCANE,WET,Lower Gangetic Plain Region,40-50,NORMAL,5.48
SUGARCANE,WET,Lower Gangetic Plain Region,40-50,SUNNY,6.98
SUGARCANE,WET,Lower Gangetic Plain Region,40-50,WINDY,6.48
SUGARCANE,WET,Lower Gangetic Plain Region,40-50,RAINY,0.3
TOMATO,DRY,Lower Gangetic Plain Region,10-20,NORMAL,3.96
TOMATO,DRY,Lower Gangetic Plain Region,10-20,SUNNY,5.46
TOMATO,DRY,Lower Gangetic Plain Region,10-20,WINDY,4.96
TOMATO,DRY,Lower Gangetic Plain Region,10-20,RAINY,0.1
TOMATO,DRY,Lower Gangetic Plain Region,20-30,NORMAL,4.96
TOMATO,DRY,Lower Gangetic Plain Region,20-30,SUNNY,6.46
TOMATO,DRY,Lower Gangetic Plain Region,20-30,WINDY,5.96
TOMATO,DRY,Lower Gangetic Plain Region,20-30,RAINY,0.2
TOMATO,DRY,Lower Gangetic Plain Region,30-40,NORMAL,5.96
TOMATO,DRY,Lower Gangetic Plain Region,30-40,SUNNY,7.46
TOMATO,DRY,Lower Gangetic Plain Region,30-40,WINDY,6.96
TOMATO,DRY,Lower Gangetic Plain Region,30-40,RAINY,0.3
TOMATO,DRY,Lower Gangetic Plain Region,40-50,NORMAL,6.96
TOMATO,DRY,Lower Gangetic Plain Region,40-50,SUNNY,8.46
TOMATO,DRY,Lower Gangetic Plain Region,40-50,WINDY,7.96
TOMATO,DRY,Lower Gangetic Plain Region,40-50,RAINY,0.5
TOMATO,HUMID,Lower Gangetic Plain Region,10-20,NORMAL,2.52
TOMATO,HUMID,Lower Gangetic Plain Region,10-20,SUNNY,4.02
TOMATO,HUMID,Lower Gangetic Plain Region,10-20,WINDY,3.52
TOMATO,HUMID,Lower Gangetic Plain Region,10-20,RAINY,0.1
TOMATO,HUMID,Lower Gangetic Plain Region,20-30,NORMAL,3.52
TOMATO,HUMID,Lower Gangetic Plain Region,20-30,SUNNY,5.02
TOMATO,HUMID,Lower Gangetic Plain Region,20-30,WINDY,4.52
TOMATO,HUMID,Lower Gangetic Plain Region,20-30,RAINY,0.1
TOMATO,HUMID,Lower Gangetic Plain Region,30-40,NORMAL,4.52
TOMATO,HUMID,Lower Gangetic Plain Region,30-40,SUNNY,6.02
TOMATO,HUMID,Lower Gangetic Plain Region,30-40,WINDY,5.52
TOMATO,HUMID,Lower Gangetic Plain Region,30-40,RAINY,0.2
TOMATO,HUMID,Lower Gangetic Plain Region,40-50,NORMAL,5.52
